Time,7Li,11B,23Na,24Mg,27Al,28Si,31P,35Cl,39K,44Ca,49Ti,51V,52Cr,55Mn,57Fe,59Co,60Ni,63Cu,66Zn,75As,107Ag,118Sn,121Sb,137Ba,139La,140Ce,141Pr,143Nd,147Sm,151Eu,157Gd,159Tb,163Dy,165Ho,167Er,169Tm,171Yb,175Lu,178Hf,181Ta,207Pb,209Bi,232Th,238U,
,dwell time=0.03;xcal factor=73312.10865,dwell time=0.03;xcal factor=75018.26876,dwell time=0.01;xcal factor=80136.7491,dwell time=0.01;xcal factor=80563.28912,dwell time=0.01;xcal factor=81842.90921,dwell time=0.0001;xcal factor=79194.47649,dwell time=0.01;xcal factor=77409.40446,dwell time=0.01;xcal factor=79136.12583,dwell time=0.01;xcal factor=80862.84721,dwell time=0.01;xcal factor=83021.24893,dwell time=0.01;xcal factor=84482.58645,dwell time=0.01;xcal factor=84881.61368,dwell time=0.01;xcal factor=85081.12729,dwell time=0.01;xcal factor=85679.66813,dwell time=0.01;xcal factor=85774.59228,dwell time=0.01;xcal factor=85869.51643,dwell time=0.01;xcal factor=85893.54382,dwell time=0.01;xcal factor=85965.62601,dwell time=0.01;xcal factor=86566.6987,dwell time=0.01;xcal factor=87139.0755,dwell time=0.01;xcal factor=87724.36904,dwell time=0.01;xcal factor=87842.53053,dwell time=0.01;xcal factor=87814.36864,dwell time=0.01;xcal factor=87940.42295,dwell time=0.05;xcal factor=88059.77389,dwell time=0.05;xcal factor=88119.44936,dwell time=0.05;xcal factor=88082.29883,dwell time=0.05;xcal factor=88007.99776,dwell time=0.05;xcal factor=87859.39564,dwell time=0.05;xcal factor=87710.79352,dwell time=0.05;xcal factor=87487.89033,dwell time=0.05;xcal factor=87413.58927,dwell time=0.05;xcal factor=87264.98715,dwell time=0.05;xcal factor=87190.68608,dwell time=0.05;xcal factor=87135.91067,dwell time=0.05;xcal factor=87081.13525,dwell time=0.05;xcal factor=87026.35984,dwell time=0.05;xcal factor=86916.809,dwell time=0.05;xcal factor=86834.64588,dwell time=0.01;xcal factor=86752.48275,dwell time=0.001;xcal factor=86224.29967,dwell time=0.01;xcal factor=86353.42158,dwell time=0.01;xcal factor=87838.32355,dwell time=0.01;xcal factor=88225.68928,
1654.2638,73079.6695434961,14107.9568876847,5873588.29899799,4039005.58941961,20668982.0403059,58566260.9066392,105543.705738926,3800.57768780855,17940600.5552768,1204791.49371504,162752.684362456,37656.6355799122,70196.5503409547,846204.743295494,687500.256875003,13307.0793662228,7502.25067520256,2428400.90228468,109477.321120084,28231.8455217485,3800.57768780855,222258.542274523,427383.461216121,724822.601623339,43957.1535959917,71725.1914276362,13407.186251831,5801.34591225164,1580.0998623113,1520.09242161923,1960.1536760482,1660.11023131936,2260.20432247075,1640.10759105797,1140.05198637058,480.009216176951,760.023104702383,620.015376381334,2740.30033691693,500.010000200004,159611919.365544,5001.00020004001,16210.5044068556,13206.9732818928,
1655.38695,76265.2814760625,12105.8592358702,4723625.94948384,4159044.89021278,28885191.6955508,55873648.7060721,110687.912317496,3200.40965243551,25316909.4776074,1147892.47986612,93347.251776609,38960.6227289663,68989.8600949814,1057952.88722118,847594.312702128,13807.6218072376,10004.0016006403,2936978.36091033,126537.241548438,16911.4321281186,5101.04061228491,200291.920181603,464575.719425193,763846.521674609,45161.4350997719,78485.6286233396,12286.034900343,6501.69043951427,1980.15682842081,1580.0998623113,1820.13250564641,1480.08762118717,2600.27042812453,1940.15055568312,1380.07618020515,820.026896882218,500.010000200004,640.016384419441,2440.23816724512,1500.09000540032,192066745.761897,5501.21026625858,16210.5044068556,9203.38684635946,
1656.51012,79384.6120921423,12372.787072005,6549942.46136031,3860155.0875667,24131755.5288347,54923314.9882249,158397.269206927,3100.38444767151,16252184.3055699,1069147.8934043,81766.5589822822,47188.9038949381,72006.8035397662,870597.341744382,712969.210262149,15809.9919148902,8002.56081946223,2434420.76061383,125123.113103254,19815.6940296715,4900.9605882753,252831.347450676,484303.707660378,1140893.14021139,38118.0308902273,79954.8962091147,12045.8012578858,6301.58800017604,1720.11834414208,1560.09735007464,1500.09000540032,1640.10759105797,2280.20795496549,1540.09486984398,1080.04665801563,900.032401166442,720.020736597214,760.023104702383,2540.25809022197,1500.09000540032,183211510.185634,4600.84655576626,20116.1734034163,9303.46088745013,
1657.63328,68386.5585316744,12639.7206054793,5416808.82915613,5017043.91937201,22018571.6131218,66802486.4613149,113714.901072054,2800.31363512713,14443282.4135228,1367414.09496488,113109.44494001,41167.6796653699,73113.1980856177,1086883.93214906,765439.682075087,15409.4922472243,6501.69043951427,2203482.04570185,153435.959352048,18313.4054127621,3800.57768780855,263140.875357726,466547.143672072,806078.673443687,38880.3734438837,78686.8879797252,13467.2507678134,6261.56789660131,2100.17641481884,1280.06553935562,1420.08066058152,1560.09735007464,2040.16647758457,1520.09242161923,980.038417505966,740.021904648378,520.010816224977,500.010000200004,2360.2228050328,1600.10240655402,168639603.54115,6301.58800017604,17512.2585810067,10804.6676164103,
1658.75626,74521.477832117,13574.0328418222,4559345.61383896,3686944.01595239,19652493.1079606,59674983.5774609,99595.1937287155,4000.64010241639,18771061.9961049,1068821.68925965,82370.5047375581,41368.3404985035,64666.8404483568,798409.166897132,590422.221494317,14007.84439286,8402.82334864514,2294364.25966766,114118.554712614,14608.5313823273,4800.92177698118,194603.114456059,472982.336015129,659553.15427755,38900.4357169298,70799.9390278146,13427.2077251068,6221.54792112278,1940.15055568312,1120.05017824799,1800.12960933187,1580.0998623113,2020.16322918892,1700.11560786133,1060.04494590571,600.014400345608,480.009216176951,800.025600819226,2360.2228050328,900.032401166442,191083788.745642,5201.0818250196,15709.8657957197,12105.8592358702,
1659.87929,67749.7717163588,11872.3020527077,4669934.32759015,3446059.78147482,25097501.8574719,55636065.2766103,108367.715058191,2500.2500250025,13069422.6394557,1199518.76723928,79451.7029950884,38860.311202987,67180.0425139374,938130.296566206,709478.776311081,12506.2531265633,7702.37233067785,2687678.04547709,127547.43075853,16010.246557797,5301.12383825371,176740.719853371,536678.842555139,849197.84769239,33404.5750649667,76332.3556907226,11245.0557770774,6061.46930015836,1820.13250564641,1280.06553935562,1500.09000540032,1520.09242161923,2100.17641481884,1720.11834414208,1140.05198637058,720.020736597214,640.016384419441,640.016384419441,1860.13839429654,1700.11560786133,213726289.839378,6101.48876325823,15409.4922472243,11004.8421305374,
1661.00227,73616.1369781679,10237.5238931136,5680458.73367888,3735281.98942615,20979985.0952907,58803844.336101,106552.207568923,4000.64010241639,15013365.4863405,1131930.71066308,71805.6513855683,44177.9298682877,69492.6335802845,873596.098675686,652812.779615659,12806.5569571621,7502.25067520256,2256630.99318802,124214.114582496,15109.1259120509,6101.48876325823,238350.98671857,474851.226868835,745168.146842201,34286.9594196211,76976.2864087603,11084.9128333677,5721.30903550732,1460.08526897971,1260.06350720076,1640.10759105797,1300.06760351538,1960.1536760482,1640.10759105797,1200.05760276493,620.015376381334,660.017424460006,600.014400345608,2160.18664012571,1500.09000540032,148437250.128117,5501.21026625858,13006.7635170289,10004.0016006403,
1662.12514,63259.6674005189,11238.383113479,4541715.52903805,3386442.94752385,23580952.7498747,51042785.6403489,99897.5924178229,3400.46246289495,13978321.0420757,1266463.81952208,85088.6206010789,34948.7885087582,68587.6558263409,887849.693073654,690034.321885854,13407.186251831,6401.6388195378,1757198.75675352,171468.040290459,17412.118834709,4600.84655576626,186886.699308872,508746.438978997,668721.533387819,35490.3110649657,68828.9768388086,11205.0198488923,4640.86134386542,2020.16322918892,1100.04840212969,1740.12111242943,1420.08066058152,2340.21904450257,1880.14138663227,1160.05382649755,520.010816224977,500.010000200004,580.013456312186,2160.18664012571,700.019600548815,227384218.907343,5801.34591225164,15709.8657957197,9703.76506084361,
1663.24831,71973.2779565874,10838.0298129189,5055392.0907374,3131057.32100416,20061707.6539933,51755535.9287343,85289.9859522376,3600.51847466035,16019299.3056103,1063820.91444394,71705.0765188439,35349.9140786791,67280.5810796177,822071.467230758,652496.911439372,12306.0545788528,10204.1632986258,2369066.38640743,115430.518663779,12606.3536022155,3800.57768780855,171163.914619412,426349.020373625,625571.45024334,36433.017326814,67521.8769276924,12746.495614165,4980.99221364896,1580.0998623113,1020.041617698,1600.10240655402,1420.08066058152,2000.16001280102,1620.10498280289,960.036865415632,640.016384419441,560.012544280992,500.010000200004,1940.15055568312,800.025600819226,173830306.381374,5101.04061228491,13507.2939387269,11205.0198488923,
1664.37123,67649.2293870392,10604.4963064339,4800557.2286151,3316352.8859869,25063127.8356052,60704511.7717954,103123.631879762,4500.81014582625,14579131.9968326,1048938.66204315,75527.4887962543,35049.0686961746,68989.8600949814,718788.706777004,902333.696656734,11905.6670975384,7902.49718911176,1954410.3884454,130578.485812281,11305.1099096792,4500.81014582625,189830.5631237,425211.232654921,781807.531587871,33544.9502333126,66938.7532466699,10184.1469846522,6181.52807373983,1540.09486984398,1320.06969968014,980.038417505966,1580.0998623113,1600.10240655402,1500.09000540032,820.026896882218,540.011664251948,480.009216176951,480.009216176951,1760.12391272346,1300.06760351538,201637643.025433,6901.90492575951,16210.5044068556,10304.2453490838,
1665.49434,59072.5871120187,10804.6676164103,7144557.13964567,3359051.42922206,19342308.4820678,46053533.6216511,96370.061034372,3800.57768780855,14331691.6843755,994551.541996797,72710.8614983452,46084.7960246854,73716.727177903,786381.489916493,613179.517652603,9303.46088745013,9403.53572943427,1944300.74150716,113008.538422903,14007.84439286,5301.12383825371,222360.328657444,452235.31711449,683805.641396541,32823.0375668577,72368.8855512551,10444.3615653897,5421.17531080738,1360.07398802495,1180.05569862898,1540.09486984398,1620.10498280289,1900.14441097523,1800.12960933187,860.029585017725,540.011664251948,640.016384419441,740.021904648378,2040.16647758457,1300.06760351538,158206463.280898,5101.04061228491,11705.4781637806,8402.82334864514,
1666.6171,53547.782794426,10471.0505464955,4839824.23567168,2651705.75072271,19717149.0062338,68307181.5145729,96269.2889925755,3500.49006860961,13722794.4448979,1274745.55536404,101913.769905818,38358.7656289435,65370.4862280828,723763.818805923,668932.377764544,9703.76506084361,6001.44034568296,1975234.57663988,140181.652896551,14308.184281409,4200.70571856072,191150.449611653,367112.857270418,681378.329847514,35309.8009432504,58275.5255622476,11124.9483770381,4520.81736377937,1600.10240655402,940.035345328984,1260.06350720076,1040.04326579986,2200.1936170383,1460.08526897971,1020.041617698,600.014400345608,560.012544280992,460.00846415574,2080.17307039946,800.025600819226,139987268.76031,5201.0818250196,12406.1534521122,9303.46088745013,
1667.74027,62120.6430338666,10804.6676164103,4639482.36293403,2949789.92047756,18806237.4267649,57695121.6652793,88612.9810490653,3000.36004320518,15718489.5139959,1000066.56017039,75024.4732238859,33845.7594667991,67381.1204517744,708527.004236765,624730.940325127,10404.3282005314,11305.1099096792,2353135.54463375,116137.01756924,13607.4024269202,4700.88376614804,214118.292540252,405058.248717553,694047.614153515,34467.4547917573,57391.44937565,11385.18253509,5241.09853425278,1520.09242161923,940.035345328984,1400.07840439065,1260.06350720076,1840.13543396794,1300.06760351538,980.038417505966,800.025600819226,300.003600043201,440.007744136297,1940.15055568312,1000.04000160006,134606872.460809,4100.67251029169,13907.7326993809,13006.7635170289,
1668.86332,61484.1745081266,9970.64162912948,4634674.15798832,3081108.08174794,28470248.1458736,74563545.157067,111495.03796858,2900.33643902693,12672386.0596636,792979.357362761,77439.1320397387,31740.2466327303,61651.6630912044,715296.692807123,870597.341744382,11905.6670975384,8302.75651516303,1891783.16187132,96873.9333828578,14708.648685427,3900.60849492521,177044.98030148,424694.090080708,932964.324539638,32502.2008575935,64606.5297911898,9783.8274332919,4840.93720544297,1340.07182784997,1100.04840212969,1200.05760276493,1680.11290358712,1680.11290358712,1420.08066058152,720.020736597214,780.024336759307,500.010000200004,740.021904648378,1700.11560786133,800.025600819226,171907504.4987,5901.39272868397,18814.1482394761,10604.4963064339,
1669.98645,57733.0168708705,10404.3282005314,6252635.12221763,3782008.69711745,19688503.9880115,49221312.6811418,89720.8417300266,2800.31363512713,14397999.2190862,789360.75395712,69291.5217661617,33645.2191745706,70900.5066327574,795321.347795222,604050.765663534,10204.1632986258,4800.92177698118,2136511.85105746,107359.067372083,14708.648685427,3700.5476810568,296986.622953474,456278.332837784,735627.166939807,29013.6326029133,70317.2257547971,9443.56589048025,5281.11537156648,1260.06350720076,1000.04000160006,1520.09242161923,1120.05017824799,1720.11834414208,1420.08066058152,840.028224948358,560.012544280992,540.011664251948,620.015376381334,1840.13543396794,1500.09000540032,152403567.913006,4200.70571856072,12906.6598364756,7702.37233067785,
1671.10931,55020.8257333103,12639.7206054793,4702790.39471912,2878894.22604938,15918001.160866,43519310.3740586,89821.5611890568,2100.17641481884,14291260.2607714,1043945.51189896,105140.327692376,33946.0308177889,66978.9678019668,646917.855999737,533966.303335349,7102.01697282028,6101.48876325823,2056628.44106201,133812.417309757,18313.4054127621,4500.81014582625,205373.382319136,349313.540589321,623155.132830436,29594.9931198649,59682.1389822,10084.065895369,4700.88376614804,1300.06760351538,860.029585017725,1220.0595389055,1220.0595389055,1680.11290358712,1420.08066058152,1220.0595389055,280.003136035124,640.016384419441,560.012544280992,2160.18664012571,1300.06760351538,126381074.272147,3300.43565750679,12005.7627661277,7202.07419736884,
1672.2324,66777.8963157853,10671.219720414,4036854.00973916,3022296.8806882,16592386.7327279,51993119.3581961,100804.83220614,3900.60849492521,15365118.8716961,932318.722719201,71302.7851208838,29635.0879441258,62254.6405270692,731177.12930637,531984.427532058,9703.76506084361,8602.95941803981,2630940.73230952,107762.51672177,14308.184281409,3600.51847466035,153942.125809957,355072.434370931,584660.665528661,34367.1792636932,49056.0714102498,10644.5303121008,3880.60226947222,1620.10498280289,1000.04000160006,1220.0595389055,1340.07182784997,2080.17307039946,1120.05017824799,820.026896882218,580.013456312186,460.00846415574,500.010000200004,2040.16647758457,1400.07840439065,122509603.216897,4300.73972723308,12706.4548790786,10004.0016006403,
1673.35547,60914.7300705582,8769.74192283428,4184305.62807407,3214843.14169201,21118299.6118498,64505846.6431842,108569.454320482,4600.84655576626,14017135.2087357,792872.913356581,61249.6942527537,31539.7400724913,65471.0102788483,783722.014348126,737958.75337682,14708.648685427,7302.132222609,2221610.03845869,93347.251776609,12205.9565067753,3800.57768780855,163664.473737187,367730.623112641,723340.330081903,30437.0114058695,59440.9940378578,9503.61137232148,4280.73286146588,1220.0595389055,1200.05760276493,1200.05760276493,1520.09242161923,1340.07182784997,1260.06350720076,700.019600548815,460.00846415574,300.003600043201,540.011664251948,1500.09000540032,1000.04000160006,158154728.701095,5601.25468104855,17812.6826300326,10604.4963064339,
1674.4786,48192.7227986646,9170.02901063723,5020933.28862652,3800538.25361573,18103206.8366807,45261588.8567784,93548.7497390271,4200.70571856072,10492323.6989309,730647.465428302,61149.2040579013,32341.7855869784,69794.307351667,908454.032184518,621894.626371284,12406.1534521122,7202.07419736884,1662116.33214598,94959.3260899243,14007.84439286,4600.84655576626,235293.880138411,488045.087332238,581204.97707924,26568.2048062223,64928.1899833328,8743.05657257777,5321.13233696131,1140.05198637058,1320.06969968014,1260.06350720076,1300.06760351538,1480.08762118717,1460.08526897971,660.017424460006,540.011664251948,340.004624062887,600.014400345608,1680.11290358712,1300.06760351538,184582476.55041,5401.16665199683,13607.4024269202,6801.85010322808,
1675.60153,46118.2524087687,11305.1099096792,4278866.99200624,2745159.16610531,14935067.8212954,39638781.0261825,68989.8600949814,3600.51847466035,10622512.8829361,883239.670516712,91533.9157245632,37756.9374616922,65169.4405454181,758643.570436496,500316.203920929,8402.82334864514,6201.53798141939,1809881.47887596,116742.619696349,17612.3991289868,3700.5476810568,169440.674621552,414665.685321709,482329.533408353,29274.23915011,57431.6333035317,9983.98560705434,4280.73286146588,1320.06969968014,840.028224948358,1480.08762118717,860.029585017725,1700.11560786133,1080.04665801563,900.032401166442,340.004624062887,420.007056118543,600.014400345608,1920.14746732549,800.025600819226,222572902.985674,5101.04061228491,9603.68781612139,6901.90492575951,
1676.72459,62958.150874998,10504.4118529782,4112983.92137947,2341537.08759942,14088812.1400998,40589114.7440297,81162.6423105168,3200.40965243551,16431699.8263721,1033639.62778143,59842.904856798,34447.3996218797,64365.2900648866,575552.227323692,546594.94545291,8703.02865397158,8102.62525058119,2409149.41719995,119670.1083964,14007.84439286,4700.88376614804,153638.423490681,329485.95328027,497819.426482647,33083.7234489101,53554.4780522846,10084.065895369,4380.76751046783,1480.08762118717,520.010816224977,1260.06350720076,880.030977090394,1880.14138663227,840.028224948358,1080.04665801563,500.010000200004,560.012544280992,620.015376381334,2100.17641481884,600.014400345608,117870735.89457,4500.81014582625,9303.46088745013,9703.76506084361,
1677.84756,61584.6673893314,8969.88386501292,4110579.81890661,2445865.77434668,17199661.1190405,45815950.1921893,104131.939284151,3700.5476810568,11513621.4591703,946852.542999124,46687.0246138803,27830.9480141918,66476.2951346972,647444.078312932,559549.66118261,13707.5117164206,6401.6388195378,1718307.81200571,126032.177401848,10704.5815609081,3100.38444767151,153435.959352048,410119.325920355,592413.180297527,30477.1089278305,52088.3019975132,10224.1796446387,4320.7466250168,1260.06350720076,960.036865415632,1000.04000160006,1220.0595389055,1480.08762118717,1520.09242161923,740.021904648378,420.007056118543,400.006400102402,360.005184074651,1680.11290358712,700.019600548815,143220679.997992,5001.00020004001,12806.5569571621,11405.2007715518,
1678.97048,51740.1940808416,7635.66475630559,4295695.70931621,3119778.46052695,19102508.7580926,57140760.3298684,89418.6882047618,2600.27042812453,9636794.7754683,682328.092768678,54518.6325444167,30938.239664225,67180.0425139374,860963.186401685,607827.390951628,8602.95941803981,7402.19104855037,1639160.84512205,84786.578635789,11405.2007715518,4800.92177698118,186379.206125327,470387.109131439,585184.336136105,25205.3868656511,60867.83579959,7602.31110257518,5141.05700131947,860.029585017725,900.032401166442,980.038417505966,1200.05760276493,1460.08526897971,1180.05569862898,600.014400345608,600.014400345608,420.007056118543,500.010000200004,1460.08526897971,1100.04840212969,174632192.368319,5901.39272868397,12306.0545788528,9603.68781612139,
1680.09345,40498.8334466277,9103.31360615264,4940796.53953146,2656539.54807008,18276713.8041986,42489782.1797241,75929.915784997,3300.43565750679,10284506.1816059,800326.116122108,63661.7007198284,32843.0901342561,66074.1715161165,631456.563908449,582356.769500919,8202.69048247825,5601.25468104855,1614318.0772965,104031.1048987,12806.5569571621,5401.16665199683,172481.845606093,360628.132037574,586441.233061776,25505.9957108285,57933.9432768561,9043.2700464488,4160.69233920524,1160.05382649755,780.024336759307,1060.04494590571,1180.05569862898,1740.12111242943,1100.04840212969,800.025600819226,360.005184074651,280.003136035124,340.004624062887,1800.12960933187,1400.07840439065,121621492.930281,6101.48876325823,8703.02865397158,6501.69043951427,
